Job Title,Job Description,Skills,Company,Location
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Docker, Java, Kubernetes",Microsoft,Pune
AI Engineer,"We are looking for a AI Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","JavaScript, Docker, Git, Spark, AWS, SQL, Power BI",Amazon,Bangalore
DevOps Engineer,"We are looking for a DevOps Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","JavaScript, Linux, Deep Learning, Power BI",Google,Chennai
AI Engineer,"We are looking for a AI Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, NLP, React, Kubernetes, Spark, Python",Infosys,Remote
AI Engineer,"We are looking for a AI Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, React, Git, Power BI",IBM,Pune
Data Scientist,"We are looking for a Data Scientist at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","JavaScript, Power BI, AWS, Node.js",IBM,Chennai
NLP Engineer,"We are looking for a NLP Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, NLP, SQL, Python",Microsoft,Hyderabad
AI Engineer,"We are looking for a AI Engineer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, Linux, SQL, Kubernetes, Deep Learning, Git, TensorFlow",DataCorp,Mumbai
DevOps Engineer,"We are looking for a DevOps Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, JavaScript, Java, SQL",StartupX,Remote
Full Stack Developer,"We are looking for a Full Stack Developer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, PyTorch, Docker, Kubernetes, Java, Git",Amazon,Hyderabad
Backend Developer,"We are looking for a Backend Developer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Python, Spark, Java",AI Labs,Hyderabad
AI Engineer,"We are looking for a AI Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, Deep Learning, Node.js, Linux",Google,Pune
NLP Engineer,"We are looking for a NLP Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Node.js, Machine Learning, SQL, Kubernetes, Python, NLP",Amazon,Chennai
AI Engineer,"We are looking for a AI Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Docker, Tableau, REST APIs, Node.js",Infosys,Hyderabad
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, Deep Learning, Power BI, PyTorch",Meta,Bangalore
Data Scientist,"We are looking for a Data Scientist at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, PyTorch, Git, Docker, Node.js, Spark",Accenture,Bangalore
Data Analyst,"We are looking for a Data Analyst at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Spark, NLP, React, JavaScript, Python, Tableau",StartupX,Bangalore
Software Engineer,"We are looking for a Software Engineer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, NLP, Docker, Linux, Python",Netflix,Mumbai
Data Scientist,"We are looking for a Data Scientist at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, React, AWS, REST APIs",Cognizant,Mumbai
Frontend Developer,"We are looking for a Frontend Developer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Git, Deep Learning, TensorFlow, Tableau, Spark",Netflix,Bangalore
AI Engineer,"We are looking for a AI Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, NLP, Machine Learning, Deep Learning, AWS, Java",Google,Chennai
AI Engineer,"We are looking for a AI Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, Kubernetes, Linux, JavaScript",Amazon,Pune
Business Analyst,"We are looking for a Business Analyst at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, NLP, React, Node.js",Google,Hyderabad
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Docker, PyTorch, Deep Learning, Java, Python, React",StartupX,Chennai
Data Scientist,"We are looking for a Data Scientist at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, AWS, REST APIs, Deep Learning, Linux, SQL, Tableau",Google,Mumbai
Frontend Developer,"We are looking for a Frontend Developer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, Python, PyTorch, REST APIs, Spark, AWS",Google,Chennai
NLP Engineer,"We are looking for a NLP Engineer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Docker, Deep Learning, Node.js, Python, TensorFlow",TechNova,Hyderabad
Business Analyst,"We are looking for a Business Analyst at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, Linux, Python, Deep Learning",Accenture,Bangalore
AI Engineer,"We are looking for a AI Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, JavaScript, Docker, Python, Java, PyTorch, NLP",Amazon,Pune
Cloud Engineer,"We are looking for a Cloud Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, JavaScript, SQL, Kubernetes, TensorFlow, Power BI",Meta,Remote
NLP Engineer,"We are looking for a NLP Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, React, Linux, Spark, Java, Machine Learning",IBM,Hyderabad
Frontend Developer,"We are looking for a Frontend Developer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, REST APIs, Python, Spark, TensorFlow, AWS, Power BI",TechNova,Mumbai
Backend Developer,"We are looking for a Backend Developer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, Git, Deep Learning, Java",Netflix,Hyderabad
AI Engineer,"We are looking for a AI Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Docker, Kubernetes, Java, Power BI, TensorFlow",StartupX,Hyderabad
NLP Engineer,"We are looking for a NLP Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, Deep Learning, TensorFlow, Docker, Java",Amazon,Remote
NLP Engineer,"We are looking for a NLP Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, Tableau, REST APIs, Deep Learning, NLP, Linux",IBM,Pune
AI Engineer,"We are looking for a AI Engineer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, NLP, Linux, Kubernetes, Deep Learning, JavaScript, AWS",Cognizant,Remote
NLP Engineer,"We are looking for a NLP Engineer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, React, SQL, PyTorch, Power BI, Docker, Git",DataCorp,Bangalore
Data Scientist,"We are looking for a Data Scientist at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, Tableau, Power BI, React, TensorFlow",Accenture,Remote
Full Stack Developer,"We are looking for a Full Stack Developer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Docker, NLP, PyTorch, AWS",Cognizant,Pune
Data Analyst,"We are looking for a Data Analyst at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, Machine Learning, Spark, PyTorch, Power BI, Tableau",Google,Bangalore
NLP Engineer,"We are looking for a NLP Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, NLP, Docker, Python, Node.js",IBM,Mumbai
Full Stack Developer,"We are looking for a Full Stack Developer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Docker, AWS, Tableau, REST APIs, PyTorch",StartupX,Remote
Cloud Engineer,"We are looking for a Cloud Engineer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Linux, Machine Learning, Tableau, Deep Learning",AI Labs,Pune
Full Stack Developer,"We are looking for a Full Stack Developer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","JavaScript, PyTorch, Node.js, TensorFlow, AWS, Tableau, Java",Microsoft,Pune
Business Analyst,"We are looking for a Business Analyst at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, AWS, REST APIs, SQL, NLP",TechNova,Remote
AI Engineer,"We are looking for a AI Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Machine Learning, Tableau, NLP, JavaScript, Git",Amazon,Bangalore
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Node.js, Power BI, Linux, Spark, React",Infosys,Mumbai
NLP Engineer,"We are looking for a NLP Engineer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, PyTorch, Machine Learning, Power BI",TCS,Chennai
Business Analyst,"We are looking for a Business Analyst at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Git, Spark, Node.js",AI Labs,Remote
Cloud Engineer,"We are looking for a Cloud Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, AWS, PyTorch, Python, React, SQL",IBM,Chennai
Frontend Developer,"We are looking for a Frontend Developer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, Python, Git, React, PyTorch",Netflix,Bangalore
Backend Developer,"We are looking for a Backend Developer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, Machine Learning, Spark, Python",Accenture,Remote
AI Engineer,"We are looking for a AI Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, Tableau, Node.js, Deep Learning, Machine Learning, Spark",IBM,Chennai
Full Stack Developer,"We are looking for a Full Stack Developer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, NLP, Git, Linux, REST APIs, TensorFlow, Node.js",Infosys,Remote
Business Analyst,"We are looking for a Business Analyst at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, Git, Python, Tableau",Google,Mumbai
Backend Developer,"We are looking for a Backend Developer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, React, Java, AWS, Kubernetes",Cognizant,Remote
Frontend Developer,"We are looking for a Frontend Developer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, JavaScript, TensorFlow, Kubernetes, Deep Learning, NLP, Python",Meta,Bangalore
Software Engineer,"We are looking for a Software Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, JavaScript, NLP, Spark, TensorFlow",Meta,Pune
NLP Engineer,"We are looking for a NLP Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Node.js, Docker, AWS, PyTorch, Git, REST APIs",Microsoft,Mumbai
Cloud Engineer,"We are looking for a Cloud Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, Docker, Tableau, Git, AWS, Python, SQL",StartupX,Remote
Business Analyst,"We are looking for a Business Analyst at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, Kubernetes, Linux, PyTorch, Tableau, Docker, TensorFlow",DataCorp,Remote
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, SQL, Git, Linux, Kubernetes, Java",Infosys,Hyderabad
Data Scientist,"We are looking for a Data Scientist at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Docker, Linux, Machine Learning, Python, Kubernetes",Meta,Mumbai
DevOps Engineer,"We are looking for a DevOps Engineer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, TensorFlow, Spark, PyTorch",AI Labs,Mumbai
Data Scientist,"We are looking for a Data Scientist at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Spark, NLP, SQL",Google,Pune
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, Linux, Kubernetes, AWS",AI Labs,Remote
NLP Engineer,"We are looking for a NLP Engineer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Deep Learning, Spark, NLP, Node.js, Git",TechNova,Chennai
Business Analyst,"We are looking for a Business Analyst at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, Linux, REST APIs, JavaScript, SQL, Node.js, Spark",StartupX,Mumbai
Full Stack Developer,"We are looking for a Full Stack Developer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, TensorFlow, Spark, Machine Learning, Docker, SQL, REST APIs",Amazon,Mumbai
Data Analyst,"We are looking for a Data Analyst at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, Linux, PyTorch, Spark, Node.js, Power BI",TechNova,Remote
NLP Engineer,"We are looking for a NLP Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, Node.js, Tableau, JavaScript",Meta,Remote
Business Analyst,"We are looking for a Business Analyst at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Java, JavaScript, Deep Learning",IBM,Mumbai
Full Stack Developer,"We are looking for a Full Stack Developer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, AWS, JavaScript, TensorFlow, Machine Learning",Microsoft,Mumbai
AI Engineer,"We are looking for a AI Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","PyTorch, AWS, Spark, React, Node.js",Amazon,Pune
Full Stack Developer,"We are looking for a Full Stack Developer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, NLP, Linux, REST APIs, JavaScript",Infosys,Remote
Full Stack Developer,"We are looking for a Full Stack Developer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, Machine Learning, NLP, TensorFlow, SQL, Linux",Accenture,Hyderabad
Frontend Developer,"We are looking for a Frontend Developer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, Tableau, NLP, SQL, Kubernetes, REST APIs, Docker",DataCorp,Hyderabad
Software Engineer,"We are looking for a Software Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Docker, Tableau, Machine Learning, PyTorch",Microsoft,Remote
Business Analyst,"We are looking for a Business Analyst at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, NLP, TensorFlow, Node.js",StartupX,Bangalore
Full Stack Developer,"We are looking for a Full Stack Developer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, PyTorch, Deep Learning, Linux, Machine Learning",Amazon,Mumbai
Backend Developer,"We are looking for a Backend Developer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, PyTorch, Kubernetes, SQL, Spark, Java",Accenture,Chennai
Full Stack Developer,"We are looking for a Full Stack Developer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, SQL, JavaScript, Tableau, AWS, Spark, Python",DataCorp,Remote
Business Analyst,"We are looking for a Business Analyst at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, Deep Learning, Tableau, Linux, Python, Spark",Meta,Chennai
Data Scientist,"We are looking for a Data Scientist at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, Power BI, PyTorch, Node.js, Spark, Docker",Microsoft,Hyderabad
Frontend Developer,"We are looking for a Frontend Developer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, Linux, React, Kubernetes",Accenture,Bangalore
Full Stack Developer,"We are looking for a Full Stack Developer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, Spark, JavaScript, Deep Learning, AWS, Java",TCS,Bangalore
Data Analyst,"We are looking for a Data Analyst at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, SQL, PyTorch, React, REST APIs, NLP, Machine Learning",Microsoft,Mumbai
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Linux, React, Tableau",IBM,Chennai
Cloud Engineer,"We are looking for a Cloud Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Java, Tableau, React, NLP, PyTorch",Amazon,Mumbai
AI Engineer,"We are looking for a AI Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, Git, Kubernetes, React, Linux",Google,Pune
Data Analyst,"We are looking for a Data Analyst at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, PyTorch, Deep Learning, JavaScript, Kubernetes, Machine Learning, SQL",DataCorp,Bangalore
Frontend Developer,"We are looking for a Frontend Developer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, NLP, Java, Deep Learning, Power BI, Git",StartupX,Chennai
AI Engineer,"We are looking for a AI Engineer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, REST APIs, NLP, JavaScript, Kubernetes, Tableau, Power BI",Cognizant,Mumbai
Backend Developer,"We are looking for a Backend Developer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, JavaScript, Linux, Python, AWS",DataCorp,Chennai
Data Analyst,"We are looking for a Data Analyst at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, React, Docker, Machine Learning, Node.js, Tableau, Linux",TCS,Hyderabad
Full Stack Developer,"We are looking for a Full Stack Developer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, JavaScript, PyTorch, REST APIs",StartupX,Remote
DevOps Engineer,"We are looking for a DevOps Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, Power BI, JavaScript, REST APIs, Tableau, Kubernetes, TensorFlow",Amazon,Hyderabad
DevOps Engineer,"We are looking for a DevOps Engineer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, Power BI, Node.js, React",Netflix,Pune
Full Stack Developer,"We are looking for a Full Stack Developer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, React, Git, Docker",Cognizant,Chennai
Cloud Engineer,"We are looking for a Cloud Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, PyTorch, Tableau, Spark, Kubernetes",StartupX,Mumbai
Frontend Developer,"We are looking for a Frontend Developer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Machine Learning, JavaScript, Deep Learning",StartupX,Bangalore
Software Engineer,"We are looking for a Software Engineer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, AWS, NLP, JavaScript, Git, Deep Learning",TechNova,Remote
Cloud Engineer,"We are looking for a Cloud Engineer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Power BI, NLP, SQL, Kubernetes",TechNova,Mumbai
Data Scientist,"We are looking for a Data Scientist at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Spark, Linux, Power BI, Kubernetes, Docker, Machine Learning",TCS,Pune
NLP Engineer,"We are looking for a NLP Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Power BI, Git, NLP",StartupX,Chennai
Business Analyst,"We are looking for a Business Analyst at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, Kubernetes, AWS, Docker, Machine Learning, Tableau, Git",Netflix,Remote
Cloud Engineer,"We are looking for a Cloud Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, Power BI, Git, REST APIs",Google,Hyderabad
AI Engineer,"We are looking for a AI Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, PyTorch, Python, Tableau, REST APIs",Meta,Pune
AI Engineer,"We are looking for a AI Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Deep Learning, Machine Learning, Node.js",Infosys,Mumbai
AI Engineer,"We are looking for a AI Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, JavaScript, Docker, Java",IBM,Remote
Cloud Engineer,"We are looking for a Cloud Engineer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, NLP, Node.js, TensorFlow",Cognizant,Chennai
Full Stack Developer,"We are looking for a Full Stack Developer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Node.js, Docker, SQL, Python, Linux",Microsoft,Pune
Data Scientist,"We are looking for a Data Scientist at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, JavaScript, PyTorch, Linux, Spark, React, Docker",Meta,Chennai
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, NLP, Python, Tableau",DataCorp,Pune
Data Scientist,"We are looking for a Data Scientist at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, JavaScript, AWS, SQL",Meta,Hyderabad
Full Stack Developer,"We are looking for a Full Stack Developer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, Linux, Node.js, Power BI",TCS,Pune
Full Stack Developer,"We are looking for a Full Stack Developer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, Machine Learning, Docker, Node.js, AWS, Power BI",Microsoft,Hyderabad
Frontend Developer,"We are looking for a Frontend Developer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Linux, Machine Learning, Deep Learning, TensorFlow, Kubernetes, Python",Cognizant,Mumbai
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, REST APIs, Machine Learning, React, NLP",DataCorp,Remote
Backend Developer,"We are looking for a Backend Developer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Machine Learning, Node.js, Python, Linux, REST APIs",Amazon,Pune
Software Engineer,"We are looking for a Software Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, JavaScript, REST APIs, React",StartupX,Remote
Software Engineer,"We are looking for a Software Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, Spark, Docker, Kubernetes, Deep Learning",Infosys,Pune
DevOps Engineer,"We are looking for a DevOps Engineer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","AWS, JavaScript, Java, TensorFlow, NLP, REST APIs, React",Cognizant,Bangalore
Cloud Engineer,"We are looking for a Cloud Engineer at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, REST APIs, Python, Git, Kubernetes, Deep Learning, Tableau",Netflix,Chennai
Data Analyst,"We are looking for a Data Analyst at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, Node.js, Kubernetes, JavaScript, Java, Power BI, PyTorch",Infosys,Hyderabad
NLP Engineer,"We are looking for a NLP Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, Docker, Node.js, PyTorch",Meta,Mumbai
Data Scientist,"We are looking for a Data Scientist at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, JavaScript, Node.js, NLP, Power BI, AWS",Cognizant,Mumbai
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Python, Linux, Power BI, React",Accenture,Chennai
Data Analyst,"We are looking for a Data Analyst at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, REST APIs, Node.js, PyTorch, AWS, Kubernetes",Netflix,Mumbai
Cloud Engineer,"We are looking for a Cloud Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, TensorFlow, PyTorch, Node.js, NLP",Google,Remote
Data Scientist,"We are looking for a Data Scientist at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Node.js, SQL, Kubernetes, JavaScript",DataCorp,Bangalore
Software Engineer,"We are looking for a Software Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, Kubernetes, Tableau, Node.js, Python, SQL, Deep Learning",Meta,Bangalore
Frontend Developer,"We are looking for a Frontend Developer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Kubernetes, Power BI, NLP, Python, Deep Learning, AWS, PyTorch",Amazon,Pune
Data Analyst,"We are looking for a Data Analyst at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Java, REST APIs, NLP, Git",TCS,Mumbai
Business Analyst,"We are looking for a Business Analyst at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","SQL, JavaScript, Power BI, TensorFlow, Machine Learning",TechNova,Hyderabad
Business Analyst,"We are looking for a Business Analyst at Netflix. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, Deep Learning, JavaScript, TensorFlow",Netflix,Bangalore
DevOps Engineer,"We are looking for a DevOps Engineer at Accenture. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, Tableau, Docker, REST APIs, Spark, Git",Accenture,Remote
